ID,Category,Latitude,Longitude
3819,C,43.80588249,-75.54168371
3820,B,41.0928655,-89.2829287
3821,A,40.7847973,-96.6097707
3822,D,42.42547012,-74.66590159
3823,A,41.63227245,-70.46981615
3824,C,44.02398674,-87.60369126
3825,D,28.54480352,-98.50165348
3826,C,35.88861144,-110.9309306
3827,C,33.50019857,-113.8473894
3828,B,36.37520433,-95.72838057
3829,D,33.16734688,-94.46409312
3830,C,42.38016514,-73.12887434
3831,C,34.54377681,-80.47151419
3832,C,33.53008008,-83.70105542
3833,A,41.81357295,-87.61348805
3834,A,34.65122113,-117.1840887
3835,A,33.12174166,-117.185457
3836,D,40.9496136,-73.1826914
3837,C,41.12396876,-73.44525474
3838,D,37.06733819,-114.0510237
3839,C,34.57387936,-83.51725264
3840,C,43.58431094,-85.67711906
3841,A,33.8117993,-111.8124646
3842,C,41.33409232,-72.81173268
3843,B,35.39867781,-106.3093852
3844,B,30.40794593,-89.62940427
3845,D,34.45593804,-110.980315
3846,A,37.76513522,-122.4023277
3847,B,28.87322994,-81.03270406
3848,C,33.16928662,-92.01435038
3849,C,42.3868602,-87.1201858
3850,D,45.53455598,-84.75476321
3851,A,41.65790359,-87.15479621
3852,A,39.86720996,-89.63236364
3853,A,41.5996968,-81.5053321
3854,C,38.15401165,-120.4886453
3855,A,37.94763194,-120.7648628
3856,C,39.6908143,-76.3050147
3857,D,26.9068524,-79.3584716
3858,A,44.8473153,-93.0983107
3859,D,34.71147736,-116.9377736
3860,B,39.8207389,-77.4335121
3861,D,39.28771105,-80.62538641
3862,B,39.3482116,-94.2407564
3863,A,35.46647559,-89.72918231
3864,B,41.34239136,-90.22420864
3865,D,36.41556036,-77.83380864
3866,A,41.61329178,-73.94637822
3867,B,34.67621018,-118.3430368
3868,C,39.49939317,-76.90344253
3869,C,30.91586435,-89.14882155
3870,C,34.18747829,-117.0527697
3871,C,27.85662368,-81.99437422
3872,C,34.19945848,-117.0532075
3873,B,39.34466257,-94.29895693
3874,B,39.42464272,-94.54342328
3875,B,42.82075432,-70.62585768
3876,D,35.5452235,-81.2318024
3877,C,42.46036427,-71.90916773
3878,C,35.94055522,-83.18622658
3879,D,39.89249006,-93.76047368
3880,D,21.74960492,-155.6044442
3881,A,42.10124135,-87.55774165
3882,B,39.94914517,-119.4022878
3883,C,42.70587848,-86.94740452
3884,C,34.69302739,-83.59075741
3885,C,41.19028829,-79.11766371
3886,A,40.14960048,-104.7127856
3887,B,41.01761628,-73.66337572
3888,D,30.6838644,-94.4273216
3889,A,41.18074269,-72.60054293
3890,B,41.42100979,-92.01420121
3891,B,38.21495366,-88.87831884
3892,A,36.54324814,-86.82656886
3893,B,40.43089028,-82.58204172
3894,A,44.07211601,-90.92391499
3895,A,43.1940605,-77.5439015
3896,B,33.17618208,-102.7089483
3897,D,42.57948063,-85.28479237
3898,A,41.51705041,-75.58359059
3899,D,37.78460021,-118.8880949
3900,C,45.31728856,-72.85545644
3901,D,41.68513156,-72.65508724
3902,A,39.45688312,-84.31065688
3903,B,42.38774666,-70.62404094
3904,B,30.65571169,-97.36435041
3905,C,35.87182207,-105.9207295
3906,D,36.02823866,-105.7482569
3907,A,41.38458553,-81.84016547
3908,B,42.1284621,-111.4565073
3909,B,32.43615229,-101.7013369
3910,A,30.48168161,-94.04482649
3911,A,28.53919784,-81.33964076
3912,C,34.35042564,-83.85396436
3913,D,29.5700885,-80.7721807
3914,C,30.87516746,-91.47174034
3915,A,38.91809355,-89.94270145
3916,B,40.82313493,-104.6932684
3917,A,39.84992368,-104.8645901
3918,A,38.95729986,-75.35801794
3919,A,29.73455471,-94.82378363
3920,C,43.78009409,-87.60894487
3921,C,41.82451088,-84.53481702
3922,C,44.00696237,-87.26361373
3923,C,36.39453773,-76.20969497
3924,A,30.86004038,-90.93920922
3925,C,48.00795417,-92.74105083
3926,A,40.34314557,-74.77367533
3927,C,45.323355,-68.2447218
3928,C,42.04924708,-72.42693738
3929,C,36.11119963,-80.31357619
3930,C,42.12675768,-72.06086632
3931,D,35.89235317,-79.87713893
3932,A,38.21310777,-122.3410188
3933,C,38.17176944,-121.7543286
3934,C,45.56937263,-92.71576537
3935,C,42.98567036,-87.22493954
3936,A,21.5398771,-157.6003901
3937,C,41.64685363,-73.08193894
3938,A,43.11500645,-77.39781555
3939,A,33.21932885,-96.55420735
3940,A,36.22172568,-80.09966032
3941,B,40.11396791,-85.95264109
3942,A,34.294307,-118.1889126
3943,C,47.58900452,-96.02451948
3944,C,44.12394252,-69.80088848
3945,A,26.19725645,-80.10987555
3946,C,36.71210279,-94.89988521
3947,A,35.96167597,-84.59112143
3948,A,40.7882386,-72.9996054
3949,C,38.22930858,-81.86752642
3950,D,42.53291253,-70.30241547
3951,B,40.47238517,-85.67945683
3952,A,37.22826084,-86.19420576
3953,B,30.94399955,-88.40189525
3954,B,38.85015765,-120.3318143
3955,B,34.63601735,-118.7406096
3956,A,39.18360346,-76.98148454
3957,B,30.2283855,-90.3611954
3958,B,26.66956425,-97.69761355
3959,A,27.22701545,-81.99958525
3960,B,44.17868257,-87.33297013
3961,B,34.40487898,-80.80338702
3962,B,33.97349863,-84.01263037
3963,A,34.24936375,-84.25901175
3964,C,41.25597242,-73.62101358
3965,A,39.12080054,-76.79835546
3966,C,39.30197424,-89.33242876
3967,B,38.92746967,-91.77221083
3968,C,38.44837189,-121.7461792
3969,B,43.26707409,-87.76183391
3970,C,37.84140374,-93.77560726
3971,D,40.15551352,-75.69420048
3972,A,42.00081831,-71.32862169
3973,A,32.81861249,-91.82309291
3974,A,42.68568496,-87.70468104
3975,C,33.97192175,-86.22152925
3976,D,44.24742853,-76.70471547
3977,D,43.38250424,-70.05295706
3978,C,43.19751286,-70.61359114
3979,C,43.37769804,-70.58903296
3980,A,43.47604492,-83.97448108
3981,B,42.7596548,-71.1787425
3982,A,40.93879286,-74.03387214
3983,A,30.53112515,-90.03240757
3984,B,44.02706695,-83.81179305
3985,C,43.37683997,-70.57184523
3986,C,43.39645047,-70.55246953
3987,A,42.83595667,-70.85795233
3988,D,33.58724071,-95.93607519
3989,C,33.49384203,-96.34920137
3990,B,41.25426096,-73.85467504
3991,A,42.71873451,-71.05380649
3992,C,41.35706214,-73.62643786
3993,D,43.56411628,-69.70936562
3994,D,41.65663789,-73.52321891
3995,D,46.55293439,-121.6397306
3996,C,41.55455063,-73.51813637
3997,C,43.21132526,-70.36598384
3998,C,43.44564871,-70.42980639
3999,A,40.96069936,-74.03831664
4000,A,40.88880702,-74.25858788
4001,C,33.45075007,-95.98460843
4002,A,26.30226076,-97.86728214
4003,C,26.72224187,-79.48005113
4004,C,41.55355766,-73.97595934
4005,A,32.90304858,-96.49078242
4006,C,41.66167769,-73.30379639
4007,D,27.14226179,-79.26205421
4008,D,27.15392655,-97.42426585
4009,B,32.99664993,-96.44839107
4010,D,27.05512557,-79.22973604
4011,A,26.30405188,-80.03064412
4012,A,33.14641437,-96.65952133
4013,D,27.14510576,-79.17093924
4014,D,27.06617467,-79.39700633
4015,D,26.87208812,-79.40941588
4016,D,33.44731042,-96.01673508
4017,A,32.70276332,-96.79831668
4018,A,26.32918294,-80.21948306
4019,D,26.99495162,-79.32718038
4020,B,26.40528175,-79.90010725
4021,A,32.84716091,-96.72496609
4022,C,33.28438169,-96.25451031
4023,B,26.55252732,-79.92590068
4024,B,26.52757585,-79.74866615
4025,C,34.56179717,-116.3142398
4026,C,26.66473002,-79.72717678
4027,C,27.06538996,-79.48979604
4028,D,45.66570411,-92.50349699
4029,B,33.35403654,-96.50963546
4030,A,26.18662128,-97.2005357
4031,B,26.73487585,-79.69620115
4032,D,27.2190458,-79.1038182
4033,D,38.24693891,-107.6656774
4034,D,27.10741029,-79.26545859
4035,D,38.10541216,-107.0630408
4036,D,27.11242937,-97.36185563
4037,D,27.07575527,-79.31297923
4038,D,26.78805392,-79.35059708
4039,B,45.76927008,-122.3045999
4040,D,27.22384797,-79.24396503
4041,B,26.34824787,-79.82053113
4042,B,26.6106928,-79.8451342
4043,B,26.55320676,-79.88035824
4044,A,26.40019409,-79.97308491
4045,A,26.36106465,-79.98291635
4046,C,26.89692693,-79.51332707
4047,C,26.77668863,-79.53657837
4048,A,40.54805403,-104.563101
4049,B,33.20928773,-96.54684227
4050,A,26.43339915,-79.93479685
4051,D,27.03375663,-79.44167727
4052,C,26.71276309,-79.65680491
4053,C,26.73658668,-79.69543222
4054,A,26.28482723,-80.19196077
4055,D,27.15615708,-79.36547592
4056,D,26.87811839,-96.55676971
4057,A,40.70964873,-104.4530863
4058,D,45.68537516,-92.51219984
4059,C,26.84415914,-79.46191086
4060,C,28.01599633,-81.75178767
4061,D,27.03405297,-79.19429903
4062,B,26.57482084,-79.88277916
4063,A,44.97164099,-93.14332601
4064,B,26.47338775,-79.80022695
4065,D,26.97204457,-79.51071643
4066,C,26.84543804,-79.56079896
4067,B,26.65128322,-79.83847678
4068,A,27.57336421,-82.52629119
4069,B,40.06536984,-83.78425316
4070,D,45.7260453,-92.5171167
4071,C,26.74545865,-79.49917435
4072,C,26.80076098,-79.39086302
4073,C,34.68689026,-97.72062514
4074,C,40.45530399,-83.53240741
4075,A,26.19499415,-80.03505885
4076,D,45.69192381,-92.43676273
4077,D,37.51069753,-86.29769847
4078,A,33.88753599,-116.8478279
4079,C,36.92607929,-84.78452231
4080,C,45.37356291,-92.56182379
4081,A,35.69263873,-86.96447267
4082,C,33.81328272,-96.55027468
4083,C,40.52735955,-83.57760945
4084,D,40.6703758,-83.5025552
4085,C,35.98523506,-85.31477594
4086,D,37.28158112,-84.06972048
4087,A,32.83463123,-114.4983134
4088,B,38.41078224,-121.3653272
4089,B,40.20728312,-83.74031788
4090,C,40.34102657,-83.46937173
4091,A,39.66553985,-84.15805515
4092,D,40.87515027,-82.81652953
4093,C,38.70382563,-120.9906584
4094,D,40.65659661,-83.17038789
4095,B,27.47243409,-82.03295631
4096,A,39.75919159,-83.86354151
4097,B,35.91038114,-86.75577936
4098,C,35.34416327,-111.3951717
4099,A,36.06783818,-84.93178622
4100,B,35.28237947,-111.3757185
4101,B,34.9305719,-112.0844121
4102,C,44.56630837,-87.66495143
4103,B,40.35992667,-83.38362233
4104,B,36.16905305,-85.31134125
4105,B,35.91444532,-78.45207988
4106,C,33.2377317,-114.0621263
4107,A,38.0815437,-121.5387433
4108,C,36.5184267,-78.326683
4109,A,38.16117914,-121.9688765
4110,A,38.00913984,-122.0213287
4111,B,44.95751866,-87.59612534
4112,C,38.63870273,-121.3773744
4113,C,35.2220723,-113.5951388
4114,A,35.63534883,-78.98022567
4115,A,43.63653393,-88.73911707
4116,D,36.33967646,-78.31732234
4117,C,44.75324295,-87.87136505
4118,D,39.59740241,-120.3479328
4119,A,36.20006141,-78.19628459
4120,A,32.09356909,-106.3276409
4121,A,35.88898348,-78.70909752
4122,C,39.85939458,-94.01599242
4123,A,39.14193184,-94.73768546
4124,D,42.01509303,-72.92826697
4125,A,31.78895317,-106.3258059
4126,C,36.39824044,-78.09212936
4127,C,36.72390971,-95.10628329
4128,B,39.2055781,-120.7632607
4129,C,39.49512639,-94.00691341
4130,B,39.07269957,-120.8774344
4131,D,39.27501693,-120.5676931
4132,B,35.46911434,-78.56775466
4133,D,32.65357408,-105.5357894
4134,A,32.05342442,-106.5318996
4135,C,34.54138947,-77.81275153
4136,A,31.99377725,-106.0352601
4137,D,39.48267822,-120.5049425
4138,C,41.70682827,-73.13027453
4139,D,36.11162314,-78.03042086
4140,D,35.12299764,-77.00649436
4141,D,32.86727591,-105.4325621
4142,B,32.21277623,-105.8726658
4143,C,39.69403333,-94.01538967
4144,C,32.50904192,-80.75464908
4145,A,32.28623608,-80.96584162
4146,A,34.53396797,-77.55816103
4147,D,35.62971251,-78.01012299
4148,A,31.88625415,-106.0324898
4149,A,32.54462784,-81.66016676
4150,C,32.621789,-105.735132
4151,D,41.64497762,-73.32898838
4152,C,35.85460414,-78.07794886
4153,B,41.05988393,-73.97150607
4154,D,35.8302129,-76.8676371
4155,D,35.63523468,-76.18835142
4156,A,40.81670856,-74.10567234
4157,C,34.99168226,-77.24799874
4158,B,34.53552197,-77.56262523
4159,D,34.9915636,-116.0933184
4160,B,30.77485075,-81.32249025
4161,A,34.24083233,-116.8124367
4162,B,35.3769207,-78.5841643
4163,D,34.88958995,-77.31142605
4164,D,41.42166785,-73.77238315
4165,C,41.37958015,-73.62904901
4166,D,46.72036563,-87.15765427
4167,D,41.5174388,-73.3670372
4168,B,30.7920346,-81.3125134
4169,D,31.18067159,-80.39489441
4170,A,33.8695144,-95.3016582
4171,C,47.18341116,-86.78263624
4172,C,30.45458446,-81.60043824
4173,B,30.71076038,-81.30342362
4174,C,36.56730787,-83.17532213
4175,B,35.49218613,-89.32210287
4176,C,35.75173527,-89.18678913
4177,C,34.74971145,-92.45265155
4178,D,36.74114838,-83.29331402
4179,D,34.18593634,-91.71207866
4180,B,36.29731779,-83.14041421
4181,D,36.69948303,-83.04128667
4182,A,36.10315865,-90.42229635
4183,B,39.31062148,-84.33292612
4184,A,28.15825847,-81.58598153
4185,C,39.69875095,-83.90185205
4186,B,35.33833732,-81.88950718
4187,C,35.46422199,-81.50934601
4188,D,35.73962547,-81.65052153
4189,D,35.42573352,-81.77005648
4190,B,36.456273,-83.150406
4191,A,28.28424454,-81.65799686
4192,A,34.98616264,-82.13660536
4193,A,36.28275058,-83.78132252
4194,B,28.36637108,-81.64288532
4195,D,42.89702346,-71.66883354
4196,A,27.48278403,-81.43221197
4197,C,28.59067291,-81.15082609
4198,A,28.35492517,-81.40639283
4199,C,42.59566073,-72.08911473
4200,A,35.32467375,-81.41227825
4201,C,38.71749202,-83.84507828
4202,A,34.98616072,-82.69687066
4203,C,35.68070575,-81.23497825
4204,C,36.52110278,-83.23463322
4205,D,35.91129973,-80.95060131
4206,D,35.69782811,-81.39178589
4207,B,39.48189543,-84.14105457
4208,C,42.5792437,-71.7561163
4209,B,39.28567931,-84.10203329
4210,C,39.51076624,-84.12225376
4211,C,38.58600453,-83.93750337
4212,D,39.85118306,-83.62271994
4213,B,40.07587686,-75.08424394
4214,C,41.85592093,-71.56009407
4215,C,40.70572061,-74.26022839
4216,D,39.95574368,-83.61078282
4217,D,39.93286797,-83.77578703
4218,A,42.11656557,-87.75756143
4219,C,40.2499512,-74.5618808
4220,D,38.8262827,-83.6089442
4221,C,39.83047517,-83.71952883
4222,B,42.43233705,-87.57683125
4223,A,42.64503596,-87.75001944
4224,D,31.55411986,-86.20558054
4225,A,30.66048459,-84.02678241
4226,B,42.74293331,-87.50509389
4227,C,42.52250536,-87.25800864
4228,C,42.82617097,-87.01416493
4229,C,42.67864601,-87.27542076
4230,B,42.74208668,-87.72669432
4231,D,42.87385712,-86.97574218
4232,A,42.23994695,-87.66280005
4233,B,42.62814714,-87.54507286
4234,A,30.17416799,-83.50600351
4235,C,42.79811787,-87.29199293
4236,A,42.08938554,-87.79068546
4237,C,40.35241534,-74.41260666
4238,B,30.71241834,-85.17418486
4239,A,42.20960746,-87.84891744
4240,C,42.74529031,-87.57786369
4241,C,42.77520161,-87.37022039
4242,A,42.7192019,-87.8440819
4243,A,42.37172236,-87.75949764
4244,D,43.02643605,-87.10007015
4245,D,42.91584947,-86.83209363
4246,A,42.62655978,-87.86311822
4247,C,42.76095902,-87.28829398
4248,A,42.28249234,-88.15463316
4249,B,42.77834799,-87.79689161
4250,C,42.58916187,-87.39735093
4251,D,43.0350917,-86.8248611
4252,A,42.28725446,-87.56083554
4253,C,42.7819412,-87.1693278
4254,C,31.06187163,-86.39094767
4255,D,43.04882783,-87.03890357
4256,B,42.5302635,-87.4602255
4257,C,42.80712187,-87.34198013
4258,B,42.51203537,-87.44305593
4259,C,42.64067902,-87.39162998
4260,B,30.97839401,-86.69119279
4261,C,42.90914169,-87.43472931
4262,A,42.50996431,-87.78638319
4263,C,42.60087537,-87.13302663
4264,A,42.47405697,-87.77794803
4265,A,30.588877,-86.2798102
4266,C,43.15708669,-87.14725731
4267,D,31.36277353,-86.32180747
4268,C,42.59734311,-87.37255189
4269,A,33.13523358,-80.06071742
4270,A,32.96904018,-79.73445322
4271,B,42.86663951,-87.41586149
4272,C,30.46904296,-94.65526304
4273,D,43.18113285,-87.09341615
4274,D,43.03309811,-87.43420189
4275,C,42.72589476,-87.15869024
4276,B,42.60913631,-87.90410009
4277,A,42.11931612,-87.75893118
4278,B,42.3439274,-87.4678775
4279,D,43.00322405,-87.13115895
4280,C,42.6291975,-87.0790218
4281,A,42.55411383,-87.85866337
4282,C,42.81406654,-86.95345136
4283,B,42.70027778,-87.31229522
4284,C,42.75589088,-87.23276802
4285,D,30.94274034,-98.24561576
4286,A,30.14511183,-95.30730317
4287,A,42.10534835,-87.82772665
4288,D,42.79420003,-87.03330457
4289,A,42.02798919,-87.76554021
4290,C,42.92658491,-87.48591409
4291,C,43.038403,-87.166892
4292,C,34.71100235,-79.21862775
4293,C,37.65834051,-121.4137428
4294,B,37.01657021,-121.4669398
4295,A,33.42702028,-79.76547172
4296,B,32.79813367,-80.30525833
4297,C,30.35451419,-95.04265051
4298,A,39.39215484,-94.23200276
4299,D,37.11930407,-80.72904813
4300,A,41.33846221,-87.67112699
4301,B,29.91917443,-97.59370327
4302,A,35.81380741,-82.43073659
4303,A,39.40622682,-94.48836018
4304,A,42.47156025,-88.84673775
4305,D,39.60684592,-93.40334008
4306,B,33.17818779,-96.89395621
4307,C,42.3187352,-87.4205748
4308,D,42.43689125,-87.23414775
4309,C,33.64053309,-96.50972191
4310,C,41.94331409,-87.85288191
4311,A,32.98584226,-96.86903074
4312,A,39.17359064,-94.44758686
4313,A,41.76288772,-87.89238528
4314,B,42.29431463,-88.39487796
4315,A,39.24305389,-94.28290911
4316,D,43.16513501,-87.45369499
4317,C,28.52290292,-81.97208208
4318,C,42.14588418,-87.35689572
4319,A,33.01170329,-97.00838371
4320,B,28.25997258,-82.17886642
4321,B,28.34196367,-82.04465933
4322,C,42.29951781,-87.40772419
4323,A,41.80724709,-88.00732801
4324,D,38.91653765,-86.56797435
4325,C,39.74034346,-93.99515954
4326,C,28.60868531,-81.88587269
4327,B,39.52942491,-93.78033299
4328,C,28.53744882,-81.68574318
4329,C,28.61432264,-81.57606236
4330,C,28.60280297,-81.93313903
4331,C,42.25118772,-87.45975728
4332,A,38.94241095,-94.38328405
4333,C,28.65426466,-81.94283634
4334,A,28.21568013,-82.07673587
4335,D,39.23589713,-84.97421287
4336,B,28.44830177,-81.97881523
4337,C,42.2129454,-87.55408362
4338,C,39.37399604,-86.82917456
4339,A,41.50117315,-88.95685385
4340,A,28.09477912,-82.14350288
4341,B,28.34677306,-81.81485894
4342,B,28.47467158,-82.10351342
4343,A,39.40984979,-85.70113161
4344,A,38.24941254,-87.25403746
4345,D,43.81200074,-82.96418046
4346,A,27.93595426,-82.30629574
4347,A,28.17781178,-81.95825222
4348,A,28.22426664,-82.18117036
4349,D,43.91925648,-82.67586652
4350,D,29.05164954,-81.57350286
4351,A,38.38406104,-85.75966096
4352,A,28.40523509,-82.08968991
4353,D,29.07280294,-81.58443906
4354,B,28.19006268,-81.99496222
4355,B,28.64988591,-81.79043649
4356,D,39.19871433,-86.74704587
4357,C,38.96035497,-85.13887003
4358,C,38.86989839,-85.20924161
4359,C,43.63395658,-83.11364182
4360,C,43.71199583,-82.82481757
4361,A,38.98437781,-86.36505219
4362,A,21.1263827,-156.4403328
4363,A,21.54741454,-157.8514555
4364,A,37.41184176,-77.27108024
4365,D,36.11934181,-100.9605372
4366,B,43.26493339,-72.13884361
4367,B,35.54330923,-80.65999957
4368,D,22.25521545,-156.9664091
4369,B,34.5079956,-118.5897475
4370,A,34.00296074,-81.11185566
4371,C,35.52518096,-80.24602474
4372,C,36.1318874,-120.0007386
4373,C,41.39842077,-111.242598
4374,A,40.83954325,-111.7099967
4375,D,41.61310223,-110.9950855
4376,C,44.31420319,-72.26810581
4377,A,40.79233685,-111.7175841
4378,A,40.98114781,-111.7942153
4379,A,41.25081098,-111.8841062
4380,C,41.99982837,-111.2740855
4381,B,41.03740797,-111.4092352
4382,B,40.9064893,-111.4792888
4383,B,41.09695319,-111.6111658
4384,C,41.26709587,-111.3235694
4385,B,41.50092816,-111.6717268
4386,D,42.64924808,-86.84822992
4387,C,42.76789127,-70.44101573
4388,A,27.87076491,-80.09407279
4389,B,42.77708353,-70.74923357
4390,C,26.1996485,-79.7895385
4391,B,42.7876076,-70.705683
4392,A,33.9588788,-84.5176642
4393,C,39.68627048,-94.56548752
4394,D,42.68080478,-86.70610222
4395,B,42.61915098,-70.50878062
4396,A,41.93719391,-87.48468939
4397,C,42.45581453,-86.90220277
4398,B,42.40525011,-87.20094189
4399,A,42.19594,-87.421511
4400,C,42.35835815,-87.02533685
4401,C,42.21139365,-87.11651135
4402,D,43.30471837,-70.1799046
4403,B,27.48511777,-79.90907483
4404,B,42.159734,-87.1669
4405,B,42.39849827,-87.27276673
4406,D,42.56661678,-86.83819522
4407,A,42.01221482,-87.39777918
4408,A,42.45931245,-71.02185055
4409,A,41.8947446,-87.5097589
4410,A,42.02653337,-87.60281813
4411,D,42.84205764,-86.78166936
4412,C,42.6194506,-87.0827974
4413,D,42.84926778,-86.76056822
4414,C,42.42089319,-86.96072561
4415,B,42.30410332,-87.38055468
4416,A,42.19504445,-87.53186055
4417,B,27.56183461,-79.85871049
4418,A,42.09165919,-87.48497481
4419,A,42.5943126,-70.8297166
4420,A,39.22534867,-95.50480773
4421,A,27.77321389,-80.31115221
4422,A,27.5313641,-80.0595687
4423,A,42.07925002,-87.57571498
4424,A,42.04419846,-87.65115184
4425,C,42.39952549,-86.94208821
4426,C,42.72563581,-87.00879789
4427,D,42.79916905,-86.72708095
4428,C,42.67642054,-87.10774146
4429,C,42.63103044,-87.00519256
4430,B,42.37357894,-87.31356706
4431,A,42.18602252,-87.47836848
4432,D,42.94729811,-70.28975989
4433,C,42.5001429,-87.1609451
4434,D,42.77160421,-86.73280079
4435,A,27.38866692,-80.05380838
4436,C,42.59286584,-86.99461916
4437,B,42.24202346,-87.39450754
4438,B,42.1494489,-87.2441856
4439,B,42.1958364,-87.0426216
4440,D,27.99964857,-79.46902203
4441,C,34.59532223,-83.34752987
4442,B,42.37771507,-87.20105493
4443,A,33.80499571,-83.87989629
4444,C,42.54493352,-87.05416148
4445,B,40.75432728,-86.50175272
4446,A,40.27985366,-85.33210634
4447,A,34.47634373,-83.64787487
4448,A,45.03889725,-93.43920675
4449,B,42.07519847,-87.24615153
4450,A,42.14318771,-87.42691829
4451,A,41.97959356,-87.69604024
4452,D,42.8256764,-86.8841183
4453,C,42.59883791,-87.04617989
4454,D,42.54780342,-86.83553268
4455,C,42.67597345,-86.91172785
4456,D,42.77878713,-86.80561087
4457,A,34.00523734,-84.33542166
4458,A,27.29096685,-80.18911985
4459,C,27.98155183,-79.65090117
4460,B,27.6475151,-80.0258149
4461,D,34.47576752,-84.17148048
4462,C,41.28057188,-84.96933522
4463,A,34.03520955,-83.46781145
4464,A,33.76169801,-84.15343179
4465,D,45.95610207,-92.49623393
4466,D,45.97161065,-92.42716635
4467,C,45.90965611,-92.50985089
4468,A,45.25792201,-93.25400909
4469,A,45.26673573,-93.13823247
4470,D,41.02273332,-84.58297668
4471,A,40.62072151,-86.03308559
4472,A,45.11163439,-93.19304161
4473,D,46.05090811,-92.37107989
4474,A,45.20337388,-93.34682112
4475,A,45.08920832,-93.26088768
4476,D,34.69890954,-115.6743765
4477,A,40.24548322,-86.28280678
4478,A,33.85130952,-116.065487
4479,A,45.20281826,-93.29680404
4480,A,33.92972603,-83.99665957
4481,A,42.40526444,-82.99816016
4482,C,37.89400121,-75.77256779
4483,B,34.06797249,-116.0449085
4484,A,45.24807743,-93.29596657
4485,A,36.87824155,-76.29003545
4486,D,38.03247164,-75.61646036
4487,D,40.29444329,-85.53893421
4488,D,45.8687672,-92.5440508
4489,D,45.89240675,-92.47492225
4490,B,37.67586106,-76.32645124
4491,C,40.99692055,-73.94845945
4492,A,37.1087434,-75.8231826
4493,A,37.005425,-76.182533
4494,B,37.21624102,-75.82750498
4495,A,39.37002246,-82.95942094
4496,D,37.70369887,-75.22417313
4497,C,42.9153107,-82.4573014
4498,C,40.95352266,-78.72170034
4499,C,40.86303479,-73.57916161
4500,D,40.99174018,-73.20160082
4501,D,37.58615812,-75.77141388
4502,A,36.90651548,-76.06734252
4503,A,42.51455443,-83.13146457
4504,B,42.70129021,-83.01210949
4505,A,40.86683707,-74.16992093
4506,B,28.09123208,-82.30209522
4507,A,40.66716059,-74.44561631
4508,C,41.19541307,-73.71447293
4509,A,27.85953334,-82.608986
4510,C,40.69064891,-78.94262249
4511,D,43.1108604,-82.8436496
4512,C,41.49290931,-73.00965249
4513,B,40.73133996,-79.15366885
4514,D,40.86793752,-75.75851348
4515,C,28.57036857,-82.14226243
4516,B,28.20694494,-82.23795706
4517,C,28.48633757,-82.10714643
4518,A,40.20914468,-74.02874132
4519,C,41.75379957,-79.97176843
4520,A,39.71382378,-104.8286022
4521,D,40.67749017,-103.8993948
4522,D,40.82909191,-103.9581245
4523,A,28.42175869,-82.47530931
4524,B,40.08157287,-104.4757491
4525,A,39.8437501,-104.6222929
4526,C,38.91725773,-103.9706679
4527,A,40.79410654,-73.89732346
4528,A,42.8485868,-78.7166962
4529,D,41.68493193,-72.77316007
4530,D,41.59436303,-73.12945857
4531,B,41.05348069,-73.38677091
4532,A,39.9774411,-105.0033349
4533,C,39.60790834,-104.1361047
4534,C,41.49017263,-73.25779847
4535,C,41.55609665,-73.20763335
4536,C,41.57349104,-73.11825916
4537,B,41.08707313,-73.53084287
4538,C,39.04384321,-103.8415548
4539,D,39.79131732,-103.8318237
4540,D,41.71594841,-72.91483229
4541,A,37.49091532,-105.8525377
4542,D,41.53831614,-72.99975386
4543,C,47.34037839,-90.13596311
4544,A,41.00260283,-73.56944437
4545,A,40.93042382,-73.85253518
4546,A,38.61704955,-104.4105442
4547,D,39.36164901,-104.3111369
4548,B,41.07493897,-73.45501103
4549,D,39.81113479,-103.7352242
4550,B,40.28065312,-104.6279287
4551,C,41.35472582,-73.32422518
4552,D,41.75378928,-72.99884422
4553,A,42.97744449,-78.79819341
4554,B,43.41125816,-78.51935484
4555,D,43.85613737,-77.87439163
4556,D,30.48002488,-94.71755512
4557,A,40.9085335,-73.6787465
4558,C,30.50075461,-94.69692239
4559,A,29.89809377,-95.19354384
4560,D,30.5849109,-94.7643261
4561,C,30.22005772,-94.88607548
4562,C,43.71832861,-78.27334139
4563,D,40.82763183,-75.82738707
4564,C,43.07635841,-78.73705029
4565,A,45.01257532,-92.48037888
4566,D,43.967107,-77.850111
4567,A,43.06750317,-78.56516283
4568,B,45.21053235,-91.05741425
4569,A,29.81727721,-95.18678779
4570,A,29.77653506,-95.34881394
4571,D,34.79396634,-117.032571
4572,C,34.32456371,-117.4231583
4573,A,29.8255465,-95.2671025
4574,B,30.07618576,-95.05238924
4575,C,30.58254623,-94.69732177
4576,A,29.93372987,-95.26968613
4577,D,42.61771153,-86.91764167
4578,A,41.72912221,-87.49172479
4579,D,30.7037404,-94.2759666
4580,A,29.8552965,-95.3736795
4581,D,42.63284625,-86.82671374
4582,C,30.48671898,-94.69603802
4583,A,29.678841,-95.1702972
4584,C,42.15087826,-87.21077474
4585,B,30.00070669,-94.94771831
4586,C,30.26995952,-94.88991548
4587,B,30.22554543,-95.03252557
4588,B,30.17566128,-94.99846012
4589,C,42.24719363,-86.92207937
4590,A,33.92158888,-117.7751161
4591,D,30.63949534,-94.58705566
4592,B,43.01935788,-94.82916612
4593,C,30.42776494,-94.81610106
4594,A,42.01705562,-87.74366488
4595,D,30.71338954,-94.42854046
4596,C,42.23769334,-87.26135836
