,ID,Category,Latitude,Longitude,great_circle_distance,Origin: ID,Origin: Category,Origin: Latitude,Origin: Longitude
1882,2332,A,41.49481025,-81.80137385,0.0,2332,A,41.49481025,-81.80137385
1889,2343,A,37.63803735,-121.5401224,0.0,2343,A,37.63803735,-121.5401224
1891,2345,A,37.35445229,-121.6845207,0.0,2345,A,37.35445229,-121.6845207
1893,2348,A,39.97839271,-75.38730329,0.0,2348,A,39.97839271,-75.38730329
1897,2354,A,39.33045445,-108.3041172,0.0,2354,A,39.33045445,-108.3041172
1898,2356,A,47.01236693,-123.7780373,0.0,2356,A,47.01236693,-123.7780373
1905,2365,A,34.24522699,-118.1022882,0.0,2365,A,34.24522699,-118.1022882
1908,2369,A,36.96508598,-76.22163602,0.0,2369,A,36.96508598,-76.22163602
1910,2371,A,33.95074672,-118.213632,0.0,2371,A,33.95074672,-118.213632
1921,2383,A,41.35647512,-79.88931328,0.0,2383,A,41.35647512,-79.88931328
1922,2384,A,40.36411052,-76.82228448,0.0,2384,A,40.36411052,-76.82228448
1929,2394,A,34.05933719,-117.8203328,0.0,2394,A,34.05933719,-117.8203328
1931,2397,A,33.82878826,-117.7569566,0.0,2397,A,33.82878826,-117.7569566
1934,2401,A,42.41581157,-83.02218243,0.0,2401,A,42.41581157,-83.02218243
1937,2407,A,40.47671458,-79.88427642,0.0,2407,A,40.47671458,-79.88427642
1941,2411,A,47.86404344,-117.2144515,0.0,2411,A,47.86404344,-117.2144515
1946,2417,A,43.72612261,-83.79683239,0.0,2417,A,43.72612261,-83.79683239
1949,2420,A,44.10522453,-84.71746547,0.0,2420,A,44.10522453,-84.71746547
1950,2421,A,43.702213,-83.729388,0.0,2421,A,43.702213,-83.729388
1951,2422,A,41.19321908,-74.61209792,0.0,2422,A,41.19321908,-74.61209792
1952,2424,A,34.24743128,-116.9454395,0.0,2424,A,34.24743128,-116.9454395
1955,2427,A,40.06844193,-83.67691707,0.0,2427,A,40.06844193,-83.67691707
1958,2431,A,41.06412048,-73.71932652,0.0,2431,A,41.06412048,-73.71932652
1962,2436,A,38.60908961,-121.3698554,0.0,2436,A,38.60908961,-121.3698554
1963,2437,A,38.75605495,-121.2800561,0.0,2437,A,38.75605495,-121.2800561
1967,2442,A,34.17686689,-117.4355681,0.0,2442,A,34.17686689,-117.4355681
1971,2449,A,33.20555916,-116.8506348,0.0,2449,A,33.20555916,-116.8506348
1974,2452,A,40.06347254,-74.99913746,0.0,2452,A,40.06347254,-74.99913746
1978,2458,A,41.52902324,-74.01184776,0.0,2458,A,41.52902324,-74.01184776
1979,2459,A,41.49128014,-73.59173736,0.0,2459,A,41.49128014,-73.59173736
1981,2461,A,34.4446987,-118.0701133,0.0,2461,A,34.4446987,-118.0701133
1983,2465,A,43.263545,-83.5100398,0.0,2465,A,43.263545,-83.5100398
1987,2469,A,34.59511222,-119.5252431,0.0,2469,A,34.59511222,-119.5252431
1988,2470,A,34.4866436,-118.7847354,0.0,2470,A,34.4866436,-118.7847354
1992,2476,A,34.58097502,-117.25433,0.0,2476,A,34.58097502,-117.25433
1997,2482,A,36.8876451,-76.2582819,0.0,2482,A,36.8876451,-76.2582819
1998,2483,A,37.08816264,-76.45869636,0.0,2483,A,37.08816264,-76.45869636
2001,2486,A,37.07252831,-75.82873069,0.0,2486,A,37.07252831,-75.82873069
2004,2489,A,36.75863428,-76.23684052,0.0,2489,A,36.75863428,-76.23684052
2005,2490,A,39.68307897,-81.17896953,0.0,2490,A,39.68307897,-81.17896953
2009,2495,A,40.77945861,-73.74292979,0.0,2495,A,40.77945861,-73.74292979
2014,2500,A,41.04935097,-73.56322673,0.0,2500,A,41.04935097,-73.56322673
2020,2510,A,43.03396173,-78.63509927,0.0,2510,A,43.03396173,-78.63509927
2021,2511,A,42.96758855,-78.77402145,0.0,2511,A,42.96758855,-78.77402145
2024,2515,A,43.01576846,-78.74490397,0.0,2515,A,43.01576846,-78.74490397
2030,2521,A,33.78897116,-117.9523059,0.0,2521,A,33.78897116,-117.9523059
2034,2525,A,33.90157476,-117.7207521,0.0,2525,A,33.90157476,-117.7207521
2036,2527,A,39.0792301,-77.3175439,0.0,2527,A,39.0792301,-77.3175439
2038,2529,A,40.89756514,-73.84259076,0.0,2529,A,40.89756514,-73.84259076
2046,2537,A,32.72959027,-116.9418237,0.0,2537,A,32.72959027,-116.9418237
2047,2538,A,32.63371422,-117.0361425,0.0,2538,A,32.63371422,-117.0361425
2048,2539,A,32.81680881,-117.0894622,0.0,2539,A,32.81680881,-117.0894622
2050,2541,A,32.83054383,-117.0464372,0.0,2541,A,32.83054383,-117.0464372
2051,2543,A,43.11717233,-85.16984687,0.0,2543,A,43.11717233,-85.16984687
2053,2547,A,43.45347256,-72.07882044,0.0,2547,A,43.45347256,-72.07882044
2057,2553,A,42.67219709,-82.75704091,0.0,2553,A,42.67219709,-82.75704091
2059,2555,A,42.51708889,-83.07388071,0.0,2555,A,42.51708889,-83.07388071
2064,2560,A,43.23442042,-77.54757758,0.0,2560,A,43.23442042,-77.54757758
2067,2565,A,34.20464485,-117.8158661,0.0,2565,A,34.20464485,-117.8158661
2071,2570,A,36.87024333,-119.6604157,0.0,2570,A,36.87024333,-119.6604157
2072,2571,A,37.03536601,-119.560484,0.0,2571,A,37.03536601,-119.560484
2073,2572,A,37.08020247,-119.5295685,0.0,2572,A,37.08020247,-119.5295685
2074,2573,A,37.01136592,-119.6287476,0.0,2573,A,37.01136592,-119.6287476
2076,2575,A,42.63359586,-122.5649831,0.0,2575,A,42.63359586,-122.5649831
2080,2581,A,42.71371894,-73.87027706,0.0,2581,A,42.71371894,-73.87027706
2082,2583,A,42.60187045,-84.44172355,0.0,2583,A,42.60187045,-84.44172355
2090,2592,A,45.63608672,-122.5406763,0.0,2592,A,45.63608672,-122.5406763
2092,2594,A,41.88681679,-80.62505831,0.0,2594,A,41.88681679,-80.62505831
2093,2595,A,41.93004489,-80.81342261,0.0,2595,A,41.93004489,-80.81342261
2096,2598,A,47.90916197,-121.864568,0.0,2598,A,47.90916197,-121.864568
2097,2599,A,47.77899676,-121.9024284,0.0,2599,A,47.77899676,-121.9024284
2098,2600,A,47.84044718,-121.8727528,0.0,2600,A,47.84044718,-121.8727528
2099,2601,A,47.65483186,-122.090136,0.0,2601,A,47.65483186,-122.090136
2100,2602,A,48.02909921,-121.9489108,0.0,2602,A,48.02909921,-121.9489108
2102,2604,A,41.87399127,-83.33865343,0.0,2604,A,41.87399127,-83.33865343
2103,2606,A,41.76847206,-83.54203994,0.0,2606,A,41.76847206,-83.54203994
2104,2607,A,41.75086841,-83.46370339,0.0,2607,A,41.75086841,-83.46370339
2106,2609,A,41.71304681,-83.52247719,0.0,2609,A,41.71304681,-83.52247719
2109,2612,A,40.72097579,-79.67707321,0.0,2612,A,40.72097579,-79.67707321
2111,2615,A,40.59623608,-79.80303192,0.0,2615,A,40.59623608,-79.80303192
2112,2616,A,40.68331974,-79.66988026,0.0,2616,A,40.68331974,-79.66988026
2114,2618,A,40.53805637,-79.93360142,0.0,2618,A,40.53805637,-79.93360142
2115,2619,A,39.587708,-76.37419902,0.0,2619,A,39.587708,-76.37419902
2117,2622,A,39.4309594,-76.2874466,0.0,2622,A,39.4309594,-76.2874466
2128,2637,A,41.06253237,-80.60440253,0.0,2637,A,41.06253237,-80.60440253
2132,2643,A,41.47208832,-81.59175268,0.0,2643,A,41.47208832,-81.59175268
2135,2646,A,34.03608325,-118.1846518,0.0,2646,A,34.03608325,-118.1846518
2140,2652,A,39.79496905,-75.48971595,0.0,2652,A,39.79496905,-75.48971595
2141,2653,A,39.86116849,-75.54101811,0.0,2653,A,39.86116849,-75.54101811
2142,2655,A,39.12610346,-76.73718064,0.0,2655,A,39.12610346,-76.73718064
2152,2667,A,42.82739443,-82.90475057,0.0,2667,A,42.82739443,-82.90475057
2153,2668,A,40.1429556,-74.9780893,0.0,2668,A,40.1429556,-74.9780893
2155,2670,A,34.11949843,-118.2214022,0.0,2670,A,34.11949843,-118.2214022
2158,2673,A,40.87304417,-73.90326963,0.0,2673,A,40.87304417,-73.90326963
2159,2674,A,41.09211098,-73.68528912,0.0,2674,A,41.09211098,-73.68528912
2161,2677,A,43.65736806,-116.1761832,0.0,2677,A,43.65736806,-116.1761832
2165,2682,A,41.21915699,-80.58484091,0.0,2682,A,41.21915699,-80.58484091
2174,2696,A,40.11821504,-75.44791266,0.0,2696,A,40.11821504,-75.44791266
2177,2699,A,37.30925682,-76.67783428,0.0,2699,A,37.30925682,-76.67783428
2182,2706,A,36.1582571,-120.3423681,0.0,2706,A,36.1582571,-120.3423681
2183,2707,A,43.88390766,-116.1240212,0.0,2707,A,43.88390766,-116.1240212
2184,2709,A,39.41905779,-123.3189971,0.0,2709,A,39.41905779,-123.3189971
2185,2710,A,41.68704623,-75.42699867,0.0,2710,A,41.68704623,-75.42699867
2186,2711,A,40.8735144,-73.04153427,0.0,2711,A,40.8735144,-73.04153427
2189,2714,A,41.04229583,-75.72040227,0.0,2714,A,41.04229583,-75.72040227
2190,2715,A,40.03902285,-74.92768615,0.0,2715,A,40.03902285,-74.92768615
2191,2716,A,41.66149881,-83.50746939,0.0,2716,A,41.66149881,-83.50746939
2192,2717,A,40.51549112,-75.80508838,0.0,2717,A,40.51549112,-75.80508838
2194,2719,A,40.53021458,-83.58924412,0.0,2719,A,40.53021458,-83.58924412
2196,2721,A,40.15912937,-74.93029963,0.0,2721,A,40.15912937,-74.93029963
2202,2728,A,46.97676939,-67.71636561,0.0,2728,A,46.97676939,-67.71636561
2203,2729,A,39.79666252,-75.31945188,0.0,2729,A,39.79666252,-75.31945188
2205,2732,A,42.81600051,-83.10263049,0.0,2732,A,42.81600051,-83.10263049
2206,2733,A,37.02030117,-76.34751943,0.0,2733,A,37.02030117,-76.34751943
2208,2736,A,37.35862914,-76.13031956,0.0,2736,A,37.35862914,-76.13031956
2209,2737,A,43.02155907,-78.19108993,0.0,2737,A,43.02155907,-78.19108993
2210,2739,A,39.37996759,-75.33433041,0.0,2739,A,39.37996759,-75.33433041
2211,2740,A,37.02385858,-75.91580542,0.0,2740,A,37.02385858,-75.91580542
2212,2741,A,40.68448505,-79.47248995,0.0,2741,A,40.68448505,-79.47248995
2215,2744,A,40.14223422,-75.08730938,0.0,2744,A,40.14223422,-75.08730938
2216,2747,A,40.81734556,-73.90211244,0.0,2747,A,40.81734556,-73.90211244
2219,2750,A,41.84984504,-78.24954668,0.0,2750,A,41.84984504,-78.24954668
2220,2751,A,41.01207581,-75.39505029,0.0,2751,A,41.01207581,-75.39505029
2221,2752,A,40.95551899,-74.97397571,0.0,2752,A,40.95551899,-74.97397571
2224,2756,A,34.05164318,-118.0834708,0.0,2756,A,34.05164318,-118.0834708
2226,2758,A,40.17287422,-75.08522788,0.0,2758,A,40.17287422,-75.08522788
2227,2760,A,42.11955642,-75.58159069,0.0,2760,A,42.11955642,-75.58159069
2228,2761,A,42.69124152,-78.86148204,0.0,2761,A,42.69124152,-78.86148204
2233,2766,A,47.72887435,-122.0371256,0.0,2766,A,47.72887435,-122.0371256
2236,2770,A,34.23105182,-117.9390062,0.0,2770,A,34.23105182,-117.9390062
2238,2772,A,43.09153929,-83.55435441,0.0,2772,A,43.09153929,-83.55435441
2240,2774,A,41.74034782,-75.76397638,0.0,2774,A,41.74034782,-75.76397638
2241,2775,A,39.96217984,-75.28390276,0.0,2775,A,39.96217984,-75.28390276
2244,2778,A,40.82483169,-74.14123251,0.0,2778,A,40.82483169,-74.14123251
2245,2780,A,29.80872961,-95.33157939,0.0,2780,A,29.80872961,-95.33157939
2247,2783,A,40.16314254,-75.36737996,0.0,2783,A,40.16314254,-75.36737996
2249,2785,A,30.25508706,-95.49284794,0.0,2785,A,30.25508706,-95.49284794
2254,2791,A,30.41459311,-95.22878689,0.0,2791,A,30.41459311,-95.22878689
2255,2793,A,40.44398029,-76.66740641,0.0,2793,A,40.44398029,-76.66740641
2259,2797,A,33.04107141,-117.1106076,0.0,2797,A,33.04107141,-117.1106076
2261,2799,A,37.48939532,-121.7091403,0.0,2799,A,37.48939532,-121.7091403
2266,2804,A,40.26870778,-79.86340522,0.0,2804,A,40.26870778,-79.86340522
2273,2813,A,35.44240566,-118.9648818,0.0,2813,A,35.44240566,-118.9648818
2275,2816,A,42.81790541,-83.21916819,0.0,2816,A,42.81790541,-83.21916819
2276,2817,A,29.60377383,-94.99028617,0.0,2817,A,29.60377383,-94.99028617
2281,2823,A,33.07611042,-116.9636035,0.0,2823,A,33.07611042,-116.9636035
2283,2825,A,34.45112587,-118.2758179,0.0,2825,A,34.45112587,-118.2758179
2285,2827,A,30.33482291,-94.89901801,0.0,2827,A,30.33482291,-94.89901801
2286,2828,A,40.86728124,-82.38541496,0.0,2828,A,40.86728124,-82.38541496
2288,2830,A,42.3631731,-76.0037229,0.0,2830,A,42.3631731,-76.0037229
2292,2834,A,39.55290237,-76.32083063,0.0,2834,A,39.55290237,-76.32083063
2293,2835,A,40.79359483,-73.93533357,0.0,2835,A,40.79359483,-73.93533357
2295,2838,A,41.78268986,-83.54124154,0.0,2838,A,41.78268986,-83.54124154
2298,2842,A,36.98976508,-76.49406071,0.0,2842,A,36.98976508,-76.49406071
2299,2843,A,36.80177265,-121.6907655,0.0,2843,A,36.80177265,-121.6907655
2308,2857,A,36.19399546,-77.52634824,0.0,2857,A,36.19399546,-77.52634824
2309,2859,A,41.04032302,-81.13385198,0.0,2859,A,41.04032302,-81.13385198
2310,2860,A,33.97350374,-116.8656533,0.0,2860,A,33.97350374,-116.8656533
2311,2861,A,40.4270608,-75.55900235,0.0,2861,A,40.4270608,-75.55900235
2314,2864,A,40.50298099,-79.87417161,0.0,2864,A,40.50298099,-79.87417161
2318,2868,A,35.49524434,-80.68923466,0.0,2868,A,35.49524434,-80.68923466
2319,2869,A,36.28632562,-87.24467438,0.0,2869,A,36.28632562,-87.24467438
2321,2871,A,33.61962439,-85.90580541,0.0,2871,A,33.61962439,-85.90580541
2323,2873,A,35.2367614,-80.7499336,0.0,2873,A,35.2367614,-80.7499336
2324,2876,A,35.17575752,-80.79903078,0.0,2876,A,35.17575752,-80.79903078
2325,2877,A,38.09880812,-121.2040369,0.0,2877,A,38.09880812,-121.2040369
2326,2878,A,40.24298647,-76.72204433,0.0,2878,A,40.24298647,-76.72204433
2327,2879,A,45.20723449,-67.26003097,0.0,2879,A,45.20723449,-67.26003097
2328,2880,A,35.45340809,-88.29791191,0.0,2880,A,35.45340809,-88.29791191
2329,2881,A,38.80599894,-121.3348841,0.0,2881,A,38.80599894,-121.3348841
2334,2888,A,35.38956444,-87.19784516,0.0,2888,A,35.38956444,-87.19784516
2335,2889,A,43.31494601,-77.50427348,0.0,2889,A,43.31494601,-77.50427348
2342,2896,A,39.83445806,-75.04133727,0.0,2896,A,39.83445806,-75.04133727
2343,2899,A,43.1011177,-70.7181447,0.0,2899,A,43.1011177,-70.7181447
2347,2903,A,40.17535822,-73.92709378,0.0,2903,A,40.17535822,-73.92709378
2350,2906,A,31.80543309,-82.19426481,0.0,2906,A,31.80543309,-82.19426481
2353,2909,A,40.27851351,-74.01646049,0.0,2909,A,40.27851351,-74.01646049
2356,2912,A,25.93107617,-79.97771763,0.0,2912,A,25.93107617,-79.97771763
2357,2914,A,25.84417347,-80.12821203,0.0,2914,A,25.84417347,-80.12821203
2362,2920,A,39.78920416,-76.09639584,0.0,2920,A,39.78920416,-76.09639584
2365,2928,A,41.6995019,-81.8654451,0.0,2928,A,41.6995019,-81.8654451
2366,2929,A,41.47997253,-74.52529209,0.0,2929,A,41.47997253,-74.52529209
2368,2934,A,39.33565611,-76.81463389,0.0,2934,A,39.33565611,-76.81463389
2370,2938,A,38.10552213,-76.61297787,0.0,2938,A,38.10552213,-76.61297787
2377,2947,A,37.62021689,-77.37838311,0.0,2947,A,37.62021689,-77.37838311
2381,2952,A,42.16715304,-76.82823396,0.0,2952,A,42.16715304,-76.82823396
2382,2953,A,36.21924353,-78.26025247,0.0,2953,A,36.21924353,-78.26025247
2386,2958,A,39.45236233,-75.23336367,0.0,2958,A,39.45236233,-75.23336367
2392,2966,A,35.35732367,-84.68667133,0.0,2966,A,35.35732367,-84.68667133
2393,2967,A,38.24646366,-85.77501634,0.0,2967,A,38.24646366,-85.77501634
2395,2969,A,34.43903725,-83.99495175,0.0,2969,A,34.43903725,-83.99495175
2400,2976,A,45.51322838,-122.7911279,0.0,2976,A,45.51322838,-122.7911279
2404,2983,A,40.39879369,-76.78768931,0.0,2983,A,40.39879369,-76.78768931
2409,2988,A,34.99657954,-117.9068685,0.0,2988,A,34.99657954,-117.9068685
2418,2998,A,36.36693134,-114.8739737,0.0,2998,A,36.36693134,-114.8739737
2422,3003,A,42.83705092,-78.81341608,0.0,3003,A,42.83705092,-78.81341608
2423,3004,A,32.57738516,-83.19163792,0.0,3004,A,32.57738516,-83.19163792
2424,3005,A,36.2738495,-75.3688661,0.0,3005,A,36.2738495,-75.3688661
2425,3007,A,42.01544209,-87.36825291,0.0,3007,A,42.01544209,-87.36825291
2431,3015,A,45.07649672,-93.17357828,0.0,3015,A,45.07649672,-93.17357828
2432,3016,A,39.94903981,-75.16057033,0.0,3016,A,39.94903981,-75.16057033
2433,3017,A,41.81540894,-72.78081611,0.0,3017,A,41.81540894,-72.78081611
2436,3022,A,31.99416454,-106.2863615,0.0,3022,A,31.99416454,-106.2863615
2438,3024,A,43.09921207,-89.36449735,0.0,3024,A,43.09921207,-89.36449735
2439,3025,A,35.51143508,-97.50375192,0.0,3025,A,35.51143508,-97.50375192
2440,3026,A,43.15126522,-83.57632805,0.0,3026,A,43.15126522,-83.57632805
2442,3028,A,33.57930154,-81.86424416,0.0,3028,A,33.57930154,-81.86424416
2443,3030,A,34.06732783,-117.8976812,0.0,3030,A,34.06732783,-117.8976812
2444,3031,A,35.92287163,-78.43866837,0.0,3031,A,35.92287163,-78.43866837
2445,3032,A,30.06140923,-89.96447677,0.0,3032,A,30.06140923,-89.96447677
2446,3033,A,30.49915291,-88.98497619,0.0,3033,A,30.49915291,-88.98497619
2447,3034,A,28.10413384,-82.31525116,0.0,3034,A,28.10413384,-82.31525116
2448,3035,A,33.80217205,-84.35201365,0.0,3035,A,33.80217205,-84.35201365
2449,3036,A,42.66786165,-73.75953435,0.0,3036,A,42.66786165,-73.75953435
2450,3037,A,34.27234593,-118.1125191,0.0,3037,A,34.27234593,-118.1125191
2453,3040,A,40.20100421,-85.93173879,0.0,3040,A,40.20100421,-85.93173879
2460,3048,A,41.14672501,-73.74599099,0.0,3048,A,41.14672501,-73.74599099
2465,3053,A,34.2974507,-84.3405672,0.0,3053,A,34.2974507,-84.3405672
2470,3059,A,40.88730536,-73.48310164,0.0,3059,A,40.88730536,-73.48310164
2471,3060,A,39.6004368,-88.8680502,0.0,3060,A,39.6004368,-88.8680502
2472,3062,A,30.60941118,-87.07900982,0.0,3062,A,30.60941118,-87.07900982
2473,3063,A,43.48614011,-85.93344199,0.0,3063,A,43.48614011,-85.93344199
2475,3066,A,37.97884552,-121.957402,0.0,3066,A,37.97884552,-121.957402
2476,3067,A,40.93297125,-73.58938005,0.0,3067,A,40.93297125,-73.58938005
2479,3072,A,36.30323634,-86.65499556,0.0,3072,A,36.30323634,-86.65499556
2483,3076,A,40.79210531,-73.87233179,0.0,3076,A,40.79210531,-73.87233179
2485,3078,A,40.73751516,-73.67334984,0.0,3078,A,40.73751516,-73.67334984
2488,3081,A,33.21546425,-79.87891055,0.0,3081,A,33.21546425,-79.87891055
2489,3082,A,32.48310831,-110.5110282,0.0,3082,A,32.48310831,-110.5110282
2492,3085,A,40.71263685,-73.71630585,0.0,3085,A,40.71263685,-73.71630585
2493,3086,A,40.84881939,-73.41890181,0.0,3086,A,40.84881939,-73.41890181
2494,3087,A,27.13551593,-79.92370907,0.0,3087,A,27.13551593,-79.92370907
2495,3088,A,40.90573541,-73.69420199,0.0,3088,A,40.90573541,-73.69420199
2501,3096,A,40.80451715,-73.44386285,0.0,3096,A,40.80451715,-73.44386285
2502,3097,A,40.8079346,-73.4771184,0.0,3097,A,40.8079346,-73.4771184
2506,3101,A,44.27776585,-122.7809861,0.0,3101,A,44.27776585,-122.7809861
2508,3103,A,28.71767454,-81.14319246,0.0,3103,A,28.71767454,-81.14319246
2510,3106,A,42.30551871,-71.63165659,0.0,3106,A,42.30551871,-71.63165659
2513,3110,A,44.53531398,-71.99082702,0.0,3110,A,44.53531398,-71.99082702
2515,3112,A,39.8146419,-84.2006351,0.0,3112,A,39.8146419,-84.2006351
2524,3122,A,42.74595091,-73.50344739,0.0,3122,A,42.74595091,-73.50344739
2525,3123,A,40.09595773,-75.42256157,0.0,3123,A,40.09595773,-75.42256157
2526,3124,A,42.32230514,-70.88392416,0.0,3124,A,42.32230514,-70.88392416
2528,3126,A,35.50637399,-81.06725201,0.0,3126,A,35.50637399,-81.06725201
2529,3128,A,40.83805153,-74.18085767,0.0,3128,A,40.83805153,-74.18085767
2533,3132,A,41.88227721,-72.84388679,0.0,3132,A,41.88227721,-72.84388679
2546,3149,A,40.84819517,-89.44701013,0.0,3149,A,40.84819517,-89.44701013
2547,3150,A,43.80382375,-70.22775825,0.0,3150,A,43.80382375,-70.22775825
2550,3154,A,34.74818755,-83.62007245,0.0,3154,A,34.74818755,-83.62007245
2554,3159,A,38.70169288,-121.4707097,0.0,3159,A,38.70169288,-121.4707097
2556,3161,A,43.19301909,-76.31395491,0.0,3161,A,43.19301909,-76.31395491
2569,3176,A,33.50517008,-84.36991924,0.0,3176,A,33.50517008,-84.36991924
2575,3185,A,33.73417093,-86.6766488,0.0,3185,A,33.73417093,-86.6766488
2580,3191,A,35.10317711,-77.09522389,0.0,3191,A,35.10317711,-77.09522389
2581,3192,A,41.55032361,-84.11529669,0.0,3192,A,41.55032361,-84.11529669
2583,3195,A,29.75863887,-95.37284133,0.0,3195,A,29.75863887,-95.37284133
2589,3202,A,42.78782768,-71.11758132,0.0,3202,A,42.78782768,-71.11758132
2590,3203,A,32.56177069,-95.13384681,0.0,3203,A,32.56177069,-95.13384681
2595,3210,A,27.537132,-82.197702,0.0,3210,A,27.537132,-82.197702
2598,3214,A,36.84194819,-82.93404981,0.0,3214,A,36.84194819,-82.93404981
2600,3216,A,43.19509616,-77.08981384,0.0,3216,A,43.19509616,-77.08981384
2601,3217,A,36.9373529,-81.70709995,0.0,3217,A,36.9373529,-81.70709995
2602,3218,A,36.22931541,-80.54962489,0.0,3218,A,36.22931541,-80.54962489
2604,3220,A,42.22619422,-71.16782378,0.0,3220,A,42.22619422,-71.16782378
2606,3222,A,31.26592749,-81.37104661,0.0,3222,A,31.26592749,-81.37104661
2608,3224,A,37.96128123,-122.214498,0.0,3224,A,37.96128123,-122.214498
2612,3229,A,45.22240547,-67.24509843,0.0,3229,A,45.22240547,-67.24509843
2614,3231,A,40.79614524,-73.85282476,0.0,3231,A,40.79614524,-73.85282476
2616,3234,A,35.90098398,-78.60675242,0.0,3234,A,35.90098398,-78.60675242
2617,3235,A,40.7930759,-74.0100181,0.0,3235,A,40.7930759,-74.0100181
2620,3238,A,43.68388615,-70.27386985,0.0,3238,A,43.68388615,-70.27386985
2623,3241,A,44.01017269,-69.97821931,0.0,3241,A,44.01017269,-69.97821931
2624,3242,A,43.22030862,-72.36367438,0.0,3242,A,43.22030862,-72.36367438
2625,3243,A,42.51303587,-83.29620713,0.0,3243,A,42.51303587,-83.29620713
2626,3244,A,42.64644084,-71.89569216,0.0,3244,A,42.64644084,-71.89569216
2627,3245,A,40.94069129,-73.55785711,0.0,3245,A,40.94069129,-73.55785711
2631,3249,A,36.27051209,-78.69778291,0.0,3249,A,36.27051209,-78.69778291
2633,3251,A,38.00067544,-86.89312556,0.0,3251,A,38.00067544,-86.89312556
2635,3253,A,30.92633115,-87.82387485,0.0,3253,A,30.92633115,-87.82387485
2636,3255,A,33.32625886,-86.73249924,0.0,3255,A,33.32625886,-86.73249924
2637,3256,A,34.66988863,-82.42423727,0.0,3256,A,34.66988863,-82.42423727
2638,3257,A,40.92678363,-73.62133368,0.0,3257,A,40.92678363,-73.62133368
2639,3259,A,39.11383146,-77.18603138,0.0,3259,A,39.11383146,-77.18603138
2644,3265,A,42.62234706,-71.24948304,0.0,3265,A,42.62234706,-71.24948304
2648,3270,A,40.77177331,-73.68968819,0.0,3270,A,40.77177331,-73.68968819
2649,3271,A,36.11347753,-78.44631227,0.0,3271,A,36.11347753,-78.44631227
2652,3274,A,41.86842637,-71.44181463,0.0,3274,A,41.86842637,-71.44181463
2656,3278,A,34.80741069,-86.60224231,0.0,3278,A,34.80741069,-86.60224231
2657,3279,A,38.28273916,-77.12246764,0.0,3279,A,38.28273916,-77.12246764
2659,3281,A,33.93666342,-78.74520668,0.0,3281,A,33.93666342,-78.74520668
2660,3282,A,37.41510347,-86.49640353,0.0,3282,A,37.41510347,-86.49640353
2666,3294,A,40.96070519,-73.83531881,0.0,3294,A,40.96070519,-73.83531881
2672,3300,A,42.06793514,-71.33571286,0.0,3300,A,42.06793514,-71.33571286
2674,3302,A,36.65879704,-81.22108456,0.0,3302,A,36.65879704,-81.22108456
2675,3304,A,35.43033707,-80.87689993,0.0,3304,A,35.43033707,-80.87689993
2676,3306,A,44.5102253,-68.4922857,0.0,3306,A,44.5102253,-68.4922857
2677,3307,A,42.94398229,-73.59210471,0.0,3307,A,42.94398229,-73.59210471
2678,3309,A,39.78123622,-75.57941908,0.0,3309,A,39.78123622,-75.57941908
2682,3314,A,29.09660918,-80.82360898,0.0,3314,A,29.09660918,-80.82360898
2683,3315,A,40.97713445,-73.47463355,0.0,3315,A,40.97713445,-73.47463355
2687,3320,A,40.87385742,-73.73773053,0.0,3320,A,40.87385742,-73.73773053
2691,3325,A,35.43036595,-89.61464305,0.0,3325,A,35.43036595,-89.61464305
2692,3326,A,33.53750292,-86.64218908,0.0,3326,A,33.53750292,-86.64218908
2694,3330,A,34.0448393,-77.9530167,0.0,3330,A,34.0448393,-77.9530167
2696,3332,A,44.59552385,-73.06318115,0.0,3332,A,44.59552385,-73.06318115
2698,3335,A,42.40584672,-83.32780018,0.0,3335,A,42.40584672,-83.32780018
2703,3342,A,39.85632075,-105.0429003,0.0,3342,A,39.85632075,-105.0429003
2706,3346,A,39.83385533,-104.7421457,0.0,3346,A,39.83385533,-104.7421457
2709,3351,A,39.64249519,-84.11895631,0.0,3351,A,39.64249519,-84.11895631
2713,3355,A,39.50306277,-104.7747042,0.0,3355,A,39.50306277,-104.7747042
2715,3358,A,39.84480149,-104.8072315,0.0,3358,A,39.84480149,-104.8072315
2716,3360,A,40.08019713,-104.773614,0.0,3360,A,40.08019713,-104.773614
2718,3362,A,39.8180329,-104.7051158,0.0,3362,A,39.8180329,-104.7051158
2721,3365,A,32.89159988,-96.71650612,0.0,3365,A,32.89159988,-96.71650612
2722,3366,A,40.99133377,-74.12349473,0.0,3366,A,40.99133377,-74.12349473
2725,3369,A,30.0113453,-90.0199486,0.0,3369,A,30.0113453,-90.0199486
2727,3371,A,36.2759409,-75.53608485,0.0,3371,A,36.2759409,-75.53608485
2732,3378,A,43.02536161,-78.53041139,0.0,3378,A,43.02536161,-78.53041139
2733,3379,A,35.06012324,-80.83004776,0.0,3379,A,35.06012324,-80.83004776
2734,3380,A,35.60833917,-80.61772383,0.0,3380,A,35.60833917,-80.61772383
2735,3381,A,42.26410618,-87.70482752,0.0,3381,A,42.26410618,-87.70482752
2737,3383,A,39.14392912,-92.1400288,0.0,3383,A,39.14392912,-92.1400288
2739,3385,A,34.04439398,-84.01073002,0.0,3385,A,34.04439398,-84.01073002
2742,3388,A,43.66115139,-116.3217876,0.0,3388,A,43.66115139,-116.3217876
